french,wolof
"et que toute langue confesse que Jésus Christ est Seigneur, à la gloire de Dieu le Père.",te ñépp bokk genn kàddu naan:Yeesu Kirist mooy Boroom bi;ci màggug Yàlla Baay bi.
"Ainsi, mes bien-aimés, comme vous avez toujours obéi, travaillez à votre salut avec crainte et tremblement, non seulement comme en ma présence, mais bien plus encore maintenant que je suis absent;","Noonu samay soppe, xam naa ne, musuleen a jóg ci dégg ndigal, waxuma sax bi ma nekkee ak yéen rekk, waaye rawatina bi ma leen soree. Kon nag maa ngi leen di ñaan, ngeen biral seen mucc ci seeni jëf, te def ko ci ragal Yàlla gu dëggu."
"car c`est Dieu qui produit en vous le vouloir et le faire, selon son bon plaisir.","Ndaxte Yàlla ci boppam mooy jëf ci yéen, ngir ngeen fonk coobareem te di ko jëfe."
"Faites toutes choses sans murmures ni hésitations,","Lépp lu ngeen di def nag, buleen ci boole xultu mbaa xuloo."
"afin que vous soyez irréprochables et purs, des enfants de Dieu irrépréhensibles au milieu d`une génération perverse et corrompue, parmi laquelle vous brillez comme des flambeaux dans le monde,","Noonu dingeen am xol bu laab bu àndul ak ŋàññ, di guney Yàlla yu amul sikk ci biir jamono ju yàqu te rëb. Dangeen di leer ci seen biir ni weer ci àddina si,"
"portant la parole de vie; et je pourrai me glorifier, au jour de Christ, de n`avoir pas couru en vain ni travaillé en vain.","di jottali kàddug dund gi. Noonu bu bésu Kirist ñëwee, dinaa man a bég, xam ne dawuma lu amul njariñ, te sonnuma cig neen."
"Et même si je sers de libation pour le sacrifice et pour le service de votre foi, je m`en réjouis, et je me réjouis avec vous tous.","Te bu sama deret waree tuuru sax, ngir seen ngëm mat sëkk, ma mel ni naan gu ñu boole ak sarax su jëm ci Yàlla, ba tey bég naa ci, te dinaa ci bégati."
"Vous aussi, réjouissez-vous de même, et réjouissez-vous avec moi.","Yéen itam nag bégleen, waaw fekksileen ma ci sama mbég."
"J`espère dans le Seigneur Jésus vous envoyer bientôt Timothée, afin d`être encouragé moi-même en apprenant ce qui vous concerne.","Gannaaw loolu, bu soobee Boroom bi Yeesu, yaakaar naa ne, dinaa leen yónnee Timote balaa yàgg, ngir sama xel dal ci xam nan ngeen def."
"Car je n`ai personne ici qui partage mes sentiments, pour prendre sincèrement à coeur votre situation;","Ndaxte amu fi kenn gannaaw Timote, ku bokk ak man xalaat te fonk leen bu wér."
"tous, en effet, cherchent leurs propres intérêts, et non ceux de Jésus Christ.","Ñi ci des ñépp, seen bopp lañuy xalaat, waaye du mbiri Yeesu Kirist."
"Vous savez qu`il a été mis à l`épreuve, en se consacrant au service de l`Évangile avec moi, comme un enfant avec son père.","Waaye xam ngeen takkuteg Timote, ci ni mu ànde ak man ci tas xebaar bu baax bi, ni doom di taxawoo baayam."
J`espère donc vous l`envoyer dès que j`apercevrai l`issue de l`état où je suis;,"Moom laa yaakaar a yónni fi yéen nag, waxtu wu ma yégee, nu sama mbir di tëdde."
et j`ai cette confiance dans le Seigneur que moi-même aussi j`irai bientôt.,"Waaye wóor na ma ne, Boroom bi dina ma may, man ci sama bopp, ma seetsi leen balaa yàgg."
"J`ai estimé nécessaire de vous envoyer mon frère Épaphrodite, mon compagnon d`oeuvre et de combat, par qui vous m`avez fait parvenir de quoi pourvoir à mes besoins.","Ci lu jëm ci sama mbokk Epafrodit nag, miy sama nawle ci liggéey bi ak ci xeex bi, te di seen ndaw ci faj samay soxla, jàpp naa ne, war naa leen koo delloo."
"Car il désirait vous voir tous, et il était fort en peine de ce que vous aviez appris sa maladie.","Ndaxte namm na leen lool, te tiisoo na li ngeen yég jagadeem."
"Il a été malade, en effet, et tout près de la mort; mais Dieu a eu pitié de lui, et non seulement de lui, mais aussi de moi, afin que je n`eusse pas tristesse sur tristesse.","Ci dëgg-dëgg woppoon na ba xaw a dee, waaye Yàlla yërëm na ko, ba fëgg boppam, rax-ca-dolli siggil na ma man itam, ngir ma bañ a am tiis ci kaw tiis."
"Je l`ai donc envoyé avec d`autant plus d`empressement, afin que vous vous réjouissiez de le revoir, et que je sois moi-même moins triste.","Noonu delloo naa leen ko ci lu gaaw, ngir ñëwam bégal seeni xol, te man itam sama xol féex."
"Recevez-le donc dans le Seigneur avec une joie entière, et honorez de tels hommes.","Teeruleen ko teeru bu rafet nag ngir Boroom bi, te teral ñi mel ni moom."
"Car c`est pour l`oeuvre de Christ qu`il a été près de la mort, ayant exposé sa vie afin de suppléer à votre absence dans le service que vous me rendiez.","Ndaxte liggéeyal na Kirist, ba riisu dee, te gar na bakkanam ci taxawal leen ci topptoo, bi ngeen yéene woon ci man."
"Au reste, mes frères, réjouissez-vous dans le Seigneur. Je ne me lasse point de vous écrire les mêmes choses, et pour vous cela est salutaire.","Kon nag samay bokk, bégleen ci Boroom bi. Duma sonn mukk ci di leen ko wax, ndax seen mucc moo ci aju."
"Prenez garde aux chiens, prenez garde aux mauvais ouvriers, prenez garde aux faux circoncis.","Moytuleen xaj yi, waaw moytuleen ñiy jëfe lu bon, ñoom ñi seen xarafal weesul wàññi yaramu nit."
"Car les circoncis, c`est nous, qui rendons à Dieu notre culte par l`Esprit de Dieu, qui nous glorifions en Jésus Christ, et qui ne mettons point notre confiance en la chair.","Ndaxte nun noo xaraf tigi, nun ñiy màggal Yàlla ci Xel mu Sell mi, di damu ci Kirist Yeesu, te amunu jenn yaakaar ci matug nit."
"Moi aussi, cependant, j`aurais sujet de mettre ma confiance en la chair. Si quelque autre croit pouvoir se confier en la chair, je le puis bien davantage,","Ba tey manoon naa am yaakaar ci sama bopp; su nit doon damu, maa ciy raw."
"moi, circoncis le huitième jour, de la race d`Israël, de la tribu de Benjamin, Hébreu né d`Hébreux; quant à la loi, pharisien;","Xarafoon naa ca ayu-bés ga, bokk ci bànni Israyil ci giiru Ben-yamin, di Ibrë ci deret ak ci meen. Bu dee ci yoonu Musaa ngeen bëgg a wax, ci tariixab Farisen laa bokkoon;"
"quant au zèle, persécuteur de l`Église; irréprochable, à l`égard de la justice de la loi.","bu dee it ci mbirum farlu, daan naa fitnaal mbooloom ñi gëm Kirist; bu dee ci njub ci sàmm yoon, awma benn gàkk."
"Mais ces choses qui étaient pour moi des gains, je les ai regardées comme une perte, à cause de Christ.","Waaye loolu lépp lu ma tegoon ay njariñ fa kanam Yàlla, dëddu naa ko ngir Kirist."
"Et même je regarde toutes choses comme une perte, à cause de l`excellence de la connaissance de Jésus Christ mon Seigneur, pour lequel j`ai renoncé à tout, et je les regarde comme de la boue, afin de gagner Christ,","Rax-ca-dolli dëddu naa lépp ngir xéewali xam Kirist Yeesu sama Boroom, di xam-xam bu xóot, ba xel mënu koo takk. Moo tax ñàkk naa sama lépp, te def ko ni mbalit, ngir am cér ci Kirist."
"et d`être trouvé en lui, non avec ma justice, celle qui vient de la loi, mais avec celle qui s`obtient par la foi en Christ, la justice qui vient de Dieu par la foi,","Na ma Yàlla fekk ci moom, waxuma ci njub gu aju ci sàmm yoon, waaye gu aju ci gëm Kirist, maanaam njub gi nu Yàlla sol ci kaw ngëm."
"Afin de connaître Christ, et la puissance de sa résurrection, et la communion de ses souffrances, en devenant conforme à lui dans sa mort, pour parvenir,","Moom laay ittewoo xam, ak doole ji ànd ak ndekkiteem, ma bokk ci ay coonoom, ba fekki ko ci deeyam,"
"si je puis, à la résurrection d`entre les morts.","ngir man a séddu ci ndekkiteem, su ma ko manee am."
"Ce n`est pas que j`aie déjà remporté le prix, ou que j`aie déjà atteint la perfection; mais je cours, pour tâcher de le saisir, puisque moi aussi j`ai été saisi par Jésus Christ.","Waxuma ne jagoo naa ko ba noppi, waxuma it ne aji mat laa, waaye maa ngi daw, ngir jot li tax Kirist jël ma."
"Frères, je ne pense pas l`avoir saisi; mais je fais une chose: oubliant ce qui est en arrière et me portant vers ce qui est en avant,","Bokk yi, gëmuma ne jot naa ko ba noppi, waaye lenn lii laay def: fàtte li ma weesu, jublu ci li féete kanam,"
"je cours vers le but, pour remporter le prix de la vocation céleste de Dieu en Jésus Christ.","di daw yen muj ga, ngir jot li ma Yàlla tax a woo, di cér bi ma Yàlla wooye te dencal ma ko ci asamaan ci darajay Kirist Yeesu."
"Nous tous donc qui sommes parfaits, ayons cette même pensée; et si vous êtes en quelque point d`un autre avis, Dieu vous éclairera aussi là-dessus.","Nun ñi mat nag, nanu xalaat loolu. Te su ngeen ci amee werantey xol, Yàlla dina leen ko leeralal."
"Seulement, au point où nous sommes parvenus, marchons d`un même pas.","Li am daal, fa seen ngëm tolloo, na fa seen jëf àgg."
"Soyez tous mes imitateurs, frères, et portez les regards sur ceux qui marchent selon le modèle que vous avez en nous.","Kon nag bokk yi, toppleen ma te xool ñiy roy ci li nu tëral diirub sunu ngan ci yéen."
"Car il en est plusieurs qui marchent en ennemis de la croix de Christ, je vous en ai souvent parlé, et j`en parle maintenant encore en pleurant.","Ndaxte jëfi ñu bare juuyoo na ak dee gi Kirist dee; loolu wax naa leen ko ba tàyyi, maa ngi koy waxaat léegi ak i jooy."
"Leur fin sera la perdition; ils ont pour dieu leur ventre, ils mettent leur gloire dans ce qui fait leur honte, ils ne pensent qu`aux choses de la terre.","Alku lañuy mujje, ñoom ñiy jaami seen biir, di wonoo lu ruslu, tey wut yëfi àddina rekk."
"Mais notre cité à nous est dans les cieux, d`où nous attendons aussi comme Sauveur le Seigneur Jésus Christ,","Waaye nun waa asamaan lanu, te noo ngi xaar Boroom bi Yeesu Kirist jóge fa, musalsi nu."
"qui transformera le corps de notre humiliation, en le rendant semblable au corps de sa gloire, par le pouvoir qu`il a de s`assujettir toutes choses.","Noonu dina soppi sunu yaram wu toroxlu, def ko ni yaramam wi ànd ak ndam dëppook kàttanam, gi ko man a nootal mbindeef yépp."
"C`est pourquoi, mes bien-aimés, et très chers frères, vous qui êtes ma joie et ma couronne, demeurez ainsi fermes dans le Seigneur, mes bien-aimés!","Kon nag yéen samay bokk, ñi ma bëgg te namm leen, di sama mbég ak sama kaalag ndam, jàppleen bu dëgër noonu ci Boroom bi, soppe yi!"
J`exhorte Évodie et j`exhorte Syntyche à être d`un même sentiment dans le Seigneur.,"Ci lu jëm ci Ewodi ak Santis, maa ngi leen di ñaan, ñu bokk benn xalaat ci Boroom bi."
"Et toi aussi, fidèle collègue, oui, je te prie de les aider, elles qui ont combattu pour l`Évangile avec moi, et avec Clément et mes autres compagnons d`oeuvre, dont les noms sont dans le livre de vie.","Te yaw sama nawle bu wér, nanga dimbali jigéen ñooñu xeexoon ci sama wet ci tas xebaar bu baax bi, boole ci Këlemaŋ ak samay yeneeni nawle, ñoom ñi Yàlla bind seeni tur ci téereb dund ba."
"Réjouissez-vous toujours dans le Seigneur; je le répète, réjouissez-vous.",Deeleen bég ci Boroom bi; maa ngi koy waxati: bégleen!
Que votre douceur soit connue de tous les hommes. Le Seigneur est proche.,Na seen lewet leer ñépp. Boroom bi jege na.
"Ne vous inquiétez de rien; mais en toute chose faites connaître vos besoins à Dieu par des prières et des supplications, avec des actions de grâces.","Buleen jaaxle ci dara, waaye ci lépp wéetal-leen Yàlla, diis ko seeni soxla ci ñaan gu ànd ak cant."
"Et la paix de Dieu, qui surpasse toute intelligence, gardera vos coeurs et vos pensées en Jésus Christ.","Noonu jàmmu Yàlla, ji xel mënta takk, dina aar seeni xol ak seeni xalaat ci darajay Kirist Yeesu."
"Au reste, frères, que tout ce qui est vrai, tout ce qui est honorable, tout ce qui est juste, tout ce qui est pur, tout ce qui est aimable, tout ce qui mérite l`approbation, ce qui est vertueux et digne de louange, soit l`objet de vos pensées.","Léegi nag bokk yi, na seen xalaat jublu ci lii: lu dëggu, lu jekk, lu jub, lu sell, lu rafet ak lu faaydawu; su fi amee lu baax mbaa lu mat a naw, xalaatleen ko."
"Ce que vous avez appris, reçu et entendu de moi, et ce que vous avez vu en moi, pratiquez-le. Et le Dieu de paix sera avec vous.","Li ngeen jànge ci man te nangu ko, li ngeen dégge ci man te gis ko, jëfeleen ko; kon Yàllay jàmm dina ànd ak yéen."
"J`ai éprouvé une grande joie dans le Seigneur de ce que vous avez pu enfin renouveler l`expression de vos sentiments pour moi; vous y pensiez bien, mais l`occasion vous manquait.","Sama xol sedd na guyy ci Boroom bi, ci ni ngeen yeesale seen ndimbal ci man. Xam naa ne, amoon ngeen yéene ji, waaye man gi moo fi nekkul woon."
"Ce n`est pas en vue de mes besoins que je dis cela, car j`ai appris à être content de l`état où je me trouve.","Ba tey soxla taxul ma waxe nii, ndaxte jàng naa doylu ci mbir mu ma man a dab."
"Je sais vivre dans l`humiliation, et je sais vivre dans l`abondance. En tout et partout j`ai appris à être rassasié et à avoir faim, à être dans l`abondance et à être dans la disette.","Miin naa ñàkk, man naa naataange. Ci fépp ak ci lépp, Yàlla def na ba sama xol toj ci suur ak xiif, barele ak néewle."
Je puis tout par celui qui me fortifie.,Man naa lépp ci ndimbalu Aji Dooleel ji.
Cependant vous avez bien fait de prendre part à ma détresse.,"Waaye teewul taxawu, bi ngeen ma taxawu ci sama tiis, jëf ju rafet la."
"Vous le savez vous-mêmes, Philippiens, au commencement de la prédication de l`Évangile, lorsque je partis de la Macédoine, aucune Église n`entra en compte avec moi pour ce qu`elle donnait et recevait;","Yéen waa Filib xam ngeen ne, bi ngeen jëkkee xam xebaar bu baax bi, te ma jóge diiwaanu Maseduwan, benn mbooloo àndul woon ak man ci mbirum joqleente ndimbal, mu dul yéen doŋŋ."
"vous fûtes les seuls à le faire, car vous m`envoyâtes déjà à Thessalonique, et à deux reprises, de quoi pourvoir à mes besoins.","Ba ma nekkee dëkku Tesalonig sax, yónnee ngeen ay yooni yoon, ngir faj samay soxla."
Ce n`est pas que je recherche les dons; mais je recherche le fruit qui abonde pour votre compte.,"Loolu tekkiwul ne, damay sàkku ay ndimbal ci yéen, waaye damaa bëgg rekk seen denc yokku fa Yàlla."
"J`ai tout reçu, et je suis dans l`abondance; j`ai été comblé de biens, en recevant par Épaphrodite ce qui vient de vous comme un parfum de bonne odeur, un sacrifice que Dieu accepte, et qui lui est agréable.","Fi mu ne jot naa li ma aajowoo lépp, ba maa ngi ci naataange; li ngeen ma yónnee ci loxoy Epafrodit doy na sëkk; ni xetu latkoloñ la mel ci man, di sarax su neex Yàlla te mu nangu ko."
"Et mon Dieu pourvoira à tous vos besoins selon sa richesse, avec gloire, en Jésus Christ.","Te Yàlla sama Boroom, mi denc ci Kirist Yeesu xéewal yu dul jeex, dina ci faj seeni soxla yépp."
A notre Dieu et Père soit la gloire aux siècles des siècles! Amen!,Na Yàlla sunu Baay yelloo ndam ba fàww. Amiin.
Saluez tous les saints en Jésus Christ. Les frères qui sont avec moi vous saluent.,"Nuyul-leen ma gaayi Kirist Yeesu yu sell yépp. Bokk yi ànd ak man, ñu ngi leen di nuyu."
"Tous les saints vous saluent, et principalement ceux de la maison de César.","Te it gaayi Yàlla yu sell yépp ñu ngi leen di nuyu, rawatina nag ñi nekk kër buur bi Sesaar."
Que la grâce du Seigneur Jésus Christ soit avec votre esprit!,Na yiwu Boroom bi Yeesu Kirist ànd ak seen xel.
"Paul, apôtre de Jésus Christ par la volonté de Dieu, et le frère Timothée,","Man Pool, ndawul Kirist Yeesu ci coobareg Yàlla, man ak Timote sunu mbokk,"
aux saints et fidèles frères en Christ qui sont à Colosses; que la grâce et la paix vous soient données de la part de Dieu notre Père!,"noo leen di bind, yéen gaayi Yàlla yu sell, yi dëkk Kolos te di ay bokk ci gëm Kirist. Na leen Yàlla sunu Baay may yiw ak jàmm."
"Nous rendons grâces à Dieu, le Père de notre Seigneur Jésus Christ, et nous ne cessons de prier pour vous,","Dunu noppee sant Yàlla, Baayu sunu Boroom Yeesu Kirist, saa su nu leen di ñaanal,"
"ayant été informés de votre foi en Jésus Christ et de votre charité pour tous les saints,",ndaxte yég nanu seen ngëm ci Kirist Yeesu ak seen mbëggeel ci gaayi Yàlla yépp.
"à cause de l`espérance qui vous est réservée dans les cieux, et que la parole de la vérité, la parole de l`Évangile vous a précédemment fait connaître.","Ngëm googu ak mbëggeel googu ñu ngi sosoo ci yaakaaru ëllëg, jiy cér bi leen Yàlla dencal ca asamaan. Mas ngeen a dégg yaakaar jooju ci kàddug dëgg gi, di xebaar bu baax bi."
